occupation,probability_woman,probability_man,genderedness,femaleness,maleness,salary,model
Lab Technician,0.2010776773095131,0.20230811089277267,0.2852381532074401,0.4980581469619177,0.5019418530380824,22270.0,345M
Electrical Technician,0.2005552127957344,0.24482180550694466,0.31648082063724264,0.43693267343957254,0.5630673265604275,33823.0,345M
Electronic Technician,0.24021500535309315,0.22734837792813778,0.3307423978617527,0.5175143799275451,0.4824856200724549,33823.0,345M
Engineering Technician,0.21456649713218212,0.26834021508693695,0.34357714231956454,0.42940052558985753,0.5705994744101425,35534.0,345M
Building Technician,0.20181121490895748,0.1936376839876175,0.279684320481356,0.5131564169672955,0.4868435830327045,24869.0,345M
Civil Engineering Technician,0.2690596915781498,0.1829607728868723,0.32537326572337,0.6198252364018731,0.38017476359812685,24869.0,345M
QA Technician,0.1470031961798668,0.12598806619644165,0.19360509422795508,0.5489111377697865,0.4510888622302135,29301.0,345M
Quality Assurance Technician,0.17774996208027005,0.10523236822336912,0.20656451859270553,0.6597046588125826,0.34029534118741744,29301.0,345M
Planning Technician,0.24367373436689377,0.18347173184156418,0.30502256507552084,0.5891382457894913,0.41086175421050875,31124.0,345M
Process Technician,0.18278653640300035,0.16473905183374882,0.24606883811098054,0.5330308735043289,0.4669691264956711,31124.0,345M
Production Technician,0.20317424647510052,0.2411032486706972,0.3152943877557749,0.44578175760457506,0.5542182423954249,31124.0,345M
Architectural Technician,0.2294062953442335,0.16665534488856792,0.2835511458687713,0.6000328489718184,0.3999671510281816,30000.0,345M
Town Planning Technician,0.24438150320202112,0.10574487969279289,0.26627861102334655,0.7400185192251617,0.2599814807748383,30000.0,345M
Draughtsperson,0.1649494245648384,0.2053128480911255,0.26336605372667315,0.4308730990079383,0.5691269009920616,30991.0,345M
IT Technician,0.17067359201610088,0.23298313468694687,0.2888089611840922,0.40249920337699974,0.5975007966230003,32086.0,345M
IT Operations Technician,0.19514683540910482,0.17699019238352776,0.26345363077806766,0.5310361997212689,0.4689638002787311,32807.0,345M
IT User Support Technician,0.2064800444059074,0.13329760916531086,0.24576871515116291,0.6350541127509229,0.36494588724907706,31477.0,345M
Health Associate,0.2284325622022152,0.1714113000780344,0.28559283826579207,0.5901795408775761,0.40982045912242393,26817.0,345M
Paramedic,0.19668038189411163,0.2978639490902424,0.35693991761870525,0.37152102315088315,0.6284789768491168,34497.0,345M
Dispenser,0.23846235498785973,0.28724514693021774,0.37332836643003486,0.4410938440931695,0.5589061559068305,23555.0,345M
Pharmaceutical Technician,0.2256473433226347,0.1762523502111435,0.28632431699650407,0.5778525491870131,0.4221474508129869,21115.0,345M
Medical Technician,0.21245012991130352,0.1980737280100584,0.2904621480109454,0.5222850947453921,0.4777149052546079,26187.0,345M
Dental Technician,0.2277741227298975,0.22690462321043015,0.32150701239575113,0.5012174308043383,0.49878256919566166,26187.0,345M
Youth Worker,0.20728511177003384,0.15748950839042664,0.2603268384446246,0.586371474498133,0.413628525501867,20456.0,345M
Community Worker,0.19668629858642817,0.17902464792132378,0.2659611336548698,0.5299045979554794,0.4700954020445206,20456.0,345M
Child Officer,0.255108879879117,0.17090853676199913,0.30706720523576814,0.6242238772980165,0.37577612270198346,20555.0,345M
Early Years Officer,0.1770201213657856,0.11034758761525154,0.2085970121091457,0.6451351255103398,0.3548648744896602,20555.0,345M
Child and Early Years Officer,0.23663840256631374,0.11999066453427076,0.2653214901671417,0.7012455958511785,0.2987544041488215,20555.0,345M
Housing Officer,0.3016581777483225,0.3207016922533512,0.44028085538279055,0.48052622465732897,0.519473775342671,24744.0,345M
Counsellor,0.20460189133882523,0.2212494295090437,0.3013523585398026,0.47512568908378455,0.5248743109162155,18385.0,345M
Police Officer,0.15203509735874832,0.24552905932068825,0.28878917881351807,0.3529598068042864,0.6470401931957136,40552.0,345M
Police Sergeant,0.2226332826539874,0.30336204916238785,0.37628992999719413,0.4030493219269178,0.5969506780730822,40552.0,345M
Fire Service Officer,0.21650820970535278,0.22204241156578064,0.31012680858604363,0.4919667305045591,0.5080332694954409,29582.0,345M
Fire Officer,0.20239722961559892,0.3667963892221451,0.41893224953740765,0.32099768896927716,0.6790023110307228,29582.0,345M
Fire Watch Manager,0.23316793330013752,0.16988922283053398,0.28849546470164866,0.5991380759898918,0.40086192401010823,29582.0,345M
Prison Officer,0.2532967273145914,0.3069581910967827,0.39797306837233526,0.43920971866325204,0.560790281336748,27488.0,345M
Prison Service Officer,0.22815333306789398,0.18992044404149055,0.29685639365677524,0.5580574545079224,0.44194254549207757,27488.0,345M
Police Community Support Officer,0.12980204820632935,0.05016922205686569,0.13916006093829272,0.7652022490307471,0.23479775096925293,28860.0,345M
PCSO,0.2322329394519329,0.2448585405945778,0.3374727293702287,0.4831566227680261,0.5168433772319738,28860.0,345M
Artist,0.1278110397979617,0.18007277324795723,0.22082089022428647,0.39295729021705533,0.6070427097829447,26246.0,345M
Author,0.11466982960700989,0.25853485614061356,0.2828240471773014,0.26576742164423334,0.7342325783557666,29497.0,345M
Writer,0.160178498364985,0.2407594509422779,0.28917514512227466,0.37373362822677514,0.6262663717732249,29497.0,345M
Translator,0.24149475432932377,0.33276820182800293,0.4111622459764794,0.3996549037206735,0.6003450962793264,29497.0,345M
Musician,0.11646957602351904,0.27268439531326294,0.2965163428657148,0.25698229762625496,0.743017702373745,23059.0,345M
Art Director,0.17340359557420015,0.1668104100972414,0.24061280072945126,0.5123358439837074,0.48766415601629265,40300.0,345M
Artistic Director,0.18849387858062983,0.17776047065854073,0.25909212105178947,0.5186513677216075,0.48134863227839253,40300.0,345M
Photographer,0.14562606625258923,0.2129187323153019,0.257956077158416,0.3818914562289399,0.6181085437710601,28525.0,345M
Camera Operator,0.18444902542978525,0.23639652878046036,0.29984122765465154,0.4218136777567951,0.5781863222432049,28525.0,345M
Graphic Designer,0.2636081837117672,0.26288435980677605,0.37228679959251215,0.5008752266769687,0.4991247733230313,26540.0,345M
Product Designer,0.18504955060780048,0.19022454880177975,0.2653840898527822,0.4912216234172661,0.5087783765827338,31474.0,345M
Clothing Designer,0.26675724796950817,0.3067471757531166,0.4065135411973125,0.45568083371644935,0.5443191662835507,31474.0,345M
Fitness Coach,0.24032398127019405,0.33667732402682304,0.41365110478206024,0.3946629328822671,0.6053370671177329,12766.0,345M
Sports Coach,0.17598556075245142,0.36680469661951065,0.40683731767806897,0.28478622982062646,0.7152137701793735,12766.0,345M
Fitness Instructor,0.2622529696673155,0.4008522108197212,0.4790189088317747,0.3688250930892065,0.6311749069107935,10031.0,345M
Personal Trainer,0.17547344509512186,0.21328794211149216,0.27619318634554685,0.43827071468754963,0.5617292853124504,10031.0,345M
Air Traffic Controller,0.2852461989969015,0.28755543753504753,0.4050352129113623,0.49743349380597507,0.502566506194025,94715.0,345M
Pilot,0.1453553643077612,0.24598009884357452,0.2857173270211953,0.33977587785608593,0.660224122143914,77841.0,345M
Ship Officer,0.18754652980715036,0.28227224573493004,0.33889721384948723,0.3733416230253349,0.6266583769746651,44858.0,345M
Legal Associate,0.1454846765846014,0.1479756496846676,0.20751526213877747,0.4945963235862788,0.5054036764137212,32756.0,345M
Insurance Underwriter,0.2039917791262269,0.19302240386605263,0.28083855566021,0.5175851273656022,0.48241487263439775,42456.0,345M
Underwriter,0.12510295305401087,0.13011115603148937,0.1804983705928799,0.48750887288621303,0.512491127113787,42456.0,345M
Financial Analyst,0.18472784291952848,0.17626510374248028,0.2553306929200822,0.5149215116681499,0.4850784883318501,48237.0,345M
Investment Analyst,0.2488366262987256,0.20020005106925964,0.31937396111121175,0.5686865215100741,0.43131347848992585,48237.0,345M
Investment Advisor,0.17183379502967,0.26853757351636887,0.318809161575319,0.36238515310832237,0.6376148468916776,48237.0,345M
Financial Advisor,0.1455484083853662,0.23652365431189537,0.2777188834641359,0.35118547011141077,0.6488145298885892,48237.0,345M
Tax Expert,0.20399281196296215,0.16602175682783127,0.26301386098978885,0.5651023049502905,0.43489769504970954,50214.0,345M
Importer,0.1785152442753315,0.24203645065426826,0.3007479607312364,0.4045647029703842,0.5954352970296157,24403.0,345M
Exporter,0.20972226560115814,0.20898622646927834,0.2960720715345357,0.5011190997813741,0.49888090021862586,24403.0,345M
Financial Accounts Manager,0.26575798355042934,0.1511038914322853,0.30571177901214425,0.6708714810494789,0.3291285189505211,45736.0,345M
Buyer,0.11581888981163502,0.20744656398892403,0.23758807240265745,0.32416592506968683,0.6758340749303131,32537.0,345M
Procurement Officer,0.18848023703321815,0.2056993953883648,0.278992904955013,0.47220786930860914,0.5277921306913909,32537.0,345M
Sales Executive,0.20822238735854626,0.33561915159225464,0.394964273717,0.35351100423064435,0.6464889957693556,36466.0,345M
Sales Exec,0.16409518476575613,0.27757594734430313,0.3224525332624865,0.33989332579687603,0.660106674203124,36466.0,345M
Marketing Associate,0.18554620444774628,0.14683196507394314,0.23661576437853948,0.5738186030186408,0.42618139698135915,33173.0,345M
Estate Agent,0.22324230708181858,0.2164835836738348,0.31096988547362464,0.5097842730221867,0.49021572697781335,23733.0,345M
Auctioner,0.23012658208608627,0.32248181849718094,0.3961726480259244,0.39457858492577125,0.6054214150742288,23733.0,345M
Business Development Manager,0.21403460670262575,0.10297035239636898,0.2375156970370171,0.7145351284650664,0.2854648715349336,52209.0,345M
Conference Manager,0.25440823659300804,0.26749445125460625,0.3691569209677192,0.48404070731768245,0.5159592926823175,24442.0,345M
Exhibition Manager,0.3269446473568678,0.30095040798187256,0.44436916015826544,0.5263403928928942,0.47365960710710575,24442.0,345M
Conservation Manager,0.2195922345854342,0.15633025579154491,0.26955500063266163,0.6061388412087659,0.39386115879123407,22639.0,345M
Environmental Manager,0.18964338954538107,0.10262801311910152,0.2156319184977855,0.684215348038407,0.315784651961593,22639.0,345M
Public Services Associate,0.21166922617703676,0.11902129370719194,0.24283724933815073,0.6739001808941151,0.3260998191058849,34018.0,345M
HR Officer,0.19109977409243584,0.1832825355231762,0.26478597297814765,0.5132909206712859,0.4867090793287141,30627.0,345M
Human Resources Officer,0.1614566151984036,0.08329827431589365,0.18167784976526785,0.69677782632856,0.30322217367144,30627.0,345M
Industrial Relations Officer,0.23208118323236704,0.1813941616564989,0.2945598708133876,0.5776543562142499,0.4223456437857501,30627.0,345M
Vocational Trainer,0.23100365046411753,0.26059275306761265,0.3482402467824561,0.4617281386093842,0.5382718613906158,27690.0,345M
Vocational Instructor,0.2291422039270401,0.33355094864964485,0.4046756540312491,0.38320237326635714,0.6167976267336428,27690.0,345M
Industrial Trainer,0.24484439752995968,0.29968809336423874,0.3869906101006865,0.436097040672678,0.5639029593273219,27690.0,345M
Industrial Instructor,0.25525612011551857,0.3720242977142334,0.4511737635836071,0.3828343519410337,0.6171656480589662,27690.0,345M
Careers Advisor,0.1710658660158515,0.10884300991892815,0.20275682805756542,0.6392542360982267,0.36074576390177326,23915.0,345M
Standards Inspector,0.23961812537163496,0.15142695978283882,0.28345541123021456,0.6412123543472342,0.3587876456527658,31569.0,345M
Regulatory Inspector,0.2068606740795076,0.12478728964924812,0.2415847804366691,0.6544422938483437,0.34555770615165626,31569.0,345M
Health and Safety Officer,0.13013935089111328,0.05834883637726307,0.14262130751378255,0.7316734049493672,0.26832659505063283,36393.0,345M
Administrator,0.1203777389600873,0.22033623233437538,0.25107539767259307,0.3183265897473311,0.6816734102526689,20222.0,345M
NGO Officer,0.27024984918534756,0.2338098343461752,0.35735419351350695,0.5459432624413805,0.4540567375586195,19214.0,345M
Credit Controller,0.22499335976317525,0.2089348640292883,0.30704362775419847,0.5235488086997075,0.47645119130029245,22241.0,345M
Payroll Manager,0.2230811696499586,0.17084864154458046,0.2809883744392678,0.5839221091051803,0.4160778908948197,21649.0,345M
Book-keeper,0.2627892140299082,0.2905278615653515,0.3917455926442478,0.4681119539342585,0.5318880460657416,21649.0,345M
Wage Clerk,0.2872796058654785,0.18902157992124557,0.3438876700641483,0.6295139204782588,0.3704860795217412,21649.0,345M
Bank Clerk,0.31020122673362494,0.3349739722907543,0.4565439334601795,0.47556775883956554,0.5244322411604345,20642.0,345M
Post Office Clerk,0.3249382060021162,0.3086869530379772,0.44818798812077065,0.5163244800613356,0.4836755199386644,20642.0,345M
Financial Officer,0.15594515204429626,0.16018828749656677,0.22356023326432947,0.49145581771796154,0.5085441822820385,26748.0,345M
Records Clerk,0.23510102927684784,0.2400665432214737,0.33601255801136504,0.49334754836246075,0.5066524516375392,20102.0,345M
Records Assistant,0.2100500389933586,0.16366958897560835,0.266286975341559,0.5786057367773955,0.42139426322260454,20102.0,345M
Pensions Clerk,0.2585677560418844,0.20531170815229416,0.33016690017163786,0.5727690436468476,0.42723095635315245,22200.0,345M
Pensions Assistant,0.20990102738142014,0.12680506892502308,0.2452304361225489,0.6540339372157359,0.3459660627842641,22200.0,345M
Insurance Clerk,0.3285158835351467,0.3274042010307312,0.46380620585267024,0.5010789704446009,0.4989210295553991,22200.0,345M
Insurance Assistant,0.27805983647704124,0.17248637601733208,0.3272137261381793,0.6465311215839922,0.3534688784160078,22200.0,345M
Stock Control Clerk,0.3262629956007004,0.20039056055247784,0.38288891216236454,0.6493530637989584,0.3506469362010416,21576.0,345M
Stock Control Assistant,0.25482900999486446,0.14195361081510782,0.2916995919750486,0.6764424012194281,0.3235575987805719,21576.0,345M
Transport Clerk,0.3117695990949869,0.31234171986579895,0.44131353127745143,0.4994164129350119,0.5005835870649882,25230.0,345M
Transport Assistant,0.22804518230259418,0.21432266011834145,0.31295176595064217,0.5197420055533938,0.4802579944466062,25230.0,345M
Distribution Clerk,0.2995498441159725,0.2901626769453287,0.41704254963010984,0.5101329907951299,0.48986700920487014,25230.0,345M
Distribution Assistant,0.24779408052563667,0.19581971131265163,0.3158279051669056,0.5742487041612554,0.4257512958387446,25230.0,345M
Library Clerk,0.30116114765405655,0.2581066023558378,0.39663214069964503,0.5489129210760998,0.4510870789239002,12825.0,345M
Library Assistant,0.26570237800478935,0.14846612513065338,0.3043681060635473,0.6756101742462072,0.3243898257537928,12825.0,345M
HR Administrator,0.21295269764959812,0.1803778875619173,0.2790789023870146,0.5526034613965768,0.4473965386034232,17522.0,345M
Human Resources Administrator,0.18769130809232593,0.10110828094184399,0.213192194060719,0.6854321820258104,0.31456781797418965,17522.0,345M
Sales Administrator,0.21133590769022703,0.21135631762444973,0.29888853922326875,0.4999692604526636,0.5000307395473365,20940.0,345M
Office Manger,0.27863600105047226,0.2250886894762516,0.3581939966157099,0.567421223469586,0.432578776530414,31123.0,345M
Office Supervisor,0.2128773983567953,0.19533410482108593,0.28891555727826895,0.5273425400383197,0.4726574599616803,26110.0,345M
Secretary,0.18315316457301378,0.23605988174676895,0.2987797674933964,0.4200780368281453,0.5799219631718546,16919.0,345M
PA,0.17186333611607552,0.2053961083292961,0.2678144275758255,0.44356225767524204,0.556437742324758,19912.0,345M
Personal Assistant,0.15289184730499983,0.10946240834891796,0.1880370596820761,0.6044372965168511,0.3955627034831489,19912.0,345M
Receptionist,0.30854911729693413,0.2508227564394474,0.39763628221353187,0.5654664829294648,0.4345335170705352,13607.0,345M
Typist,0.1859793607145548,0.1980730965733528,0.2717007070251221,0.4799595917069982,0.5200404082930018,19082.0,345M
Stenographer,0.22346091317012906,0.2049902267754078,0.3032421025983382,0.5274279295595274,0.47257207044047256,19082.0,345M
Farmer,0.17988386237993836,0.3949878513813019,0.434020283723632,0.2720587551767524,0.7279412448232476,25976.0,345M
Gardener,0.20935339853167534,0.22788916155695915,0.30945486816641987,0.47302830709746807,0.5269716929025319,19428.0,345M
Landscaper,0.15423260815441608,0.18880116567015648,0.24379002763961352,0.4360617401789199,0.56393825982108,19428.0,345M
Groundsman,0.13782458426430821,0.41124753654003143,0.4337282009944406,0.20586607319899253,0.7941339268010075,20495.0,345M
Greenkeeper,0.25312818959355354,0.20635167509317398,0.3265806090089686,0.5645874093641594,0.4354125906358406,20495.0,345M
Moulder,0.1773944552987814,0.24382496252655983,0.30152844827947767,0.40041890895538673,0.5995810910446133,24028.0,345M
Core Maker,0.17683702893555164,0.21791941672563553,0.280642489635469,0.4339844889828856,0.5660155110171143,24028.0,345M
Die Caster,0.08935717400163412,0.09738497249782085,0.13216859465833644,0.4726493958427437,0.5273506041572563,24028.0,345M
Sheet Metal Worker,0.2661547642201185,0.2920895554125309,0.39516410122651174,0.47044531000413464,0.5295546899958654,28402.0,345M
Metal Plate Worker,0.2368110865354538,0.2793017700314522,0.3661816071962168,0.44770612501532303,0.552293874984677,30379.0,345M
Riveter,0.21109056752175093,0.23736269772052765,0.3176480410231133,0.46274692605586215,0.5372530739441379,30379.0,345M
Welder,0.11613284796476364,0.24654243141412735,0.2725252444526866,0.2802510753082984,0.7197489246917016,28585.0,345M
Piper,0.16028136387467384,0.16858401149511337,0.23261703406524234,0.4839310931393873,0.5160689068606127,39318.0,345M
Pipe Fitter,0.2584556834772229,0.29548895731568336,0.39257236812744245,0.457502821328873,0.542497178671127,39318.0,345M
Instrument Maker,0.23239697609096766,0.2677961550652981,0.3545745833586821,0.4550207615983431,0.544979238401657,32178.0,345M
Metal Maching Setter,0.1705329343676567,0.26366355270147324,0.3140062909038704,0.3654897337182979,0.6345102662817022,28566.0,345M
Tool Maker,0.20585106872022152,0.24574608728289604,0.3205710559425322,0.4439053286204471,0.5560946713795529,31494.0,345M
Tool Fitter,0.17201168090105057,0.19866019487380981,0.26278107122413696,0.454310444501705,0.545689555498295,31494.0,345M
Air-Conditioning Engineer,0.2781822858378291,0.28537745773792267,0.3985293935695578,0.4918724857717553,0.5081275142282446,34372.0,345M
AC Engineer,0.16128729842603207,0.2346307896077633,0.2847195112132823,0.3833886595962774,0.6166113404037226,34372.0,345M
Refrigeration Engineer,0.24741600500419736,0.1640814170241356,0.29687942155845914,0.6272049658904275,0.3727950341095725,34372.0,345M
Car Mechanic,0.20428485609591007,0.21130119636654854,0.2939055937134599,0.4892529679511461,0.5107470320488539,27951.0,345M
Car Electrical Mechanic,0.29373176768422127,0.30078239366412163,0.42041455693781105,0.4924503774995297,0.5075496225004703,27951.0,345M
Vehicle Bodyworker,0.3445170037448406,0.28511165641248226,0.44719193026215476,0.5598876729161306,0.4401123270838694,27304.0,345M
Car Paint Technician,0.2858412656933069,0.25725569762289524,0.3845591282658548,0.5334771904642708,0.4665228095357292,25728.0,345M
Vechile Paint Technician,0.27332488633692265,0.23033320903778076,0.3574351419163114,0.5542097285942584,0.44579027140574157,25728.0,345M
,0.06658111233264208,0.09496276453137398,0.11597832196963828,0.3892821860500808,0.6107178139499192,25728.0,345M
Ship builder,0.22128411754965782,0.4017317518591881,0.4586448093367928,0.32052329721112316,0.6794767027888768,32240.0,345M
Boat builder,0.22798002511262894,0.42533545941114426,0.48258174942992205,0.31323701418830885,0.6867629858116912,32240.0,345M
Electrician,0.14860585238784552,0.3204784020781517,0.35325643032007725,0.2764128599631868,0.7235871400368132,32241.0,345M
Telephone Technician,0.2761506140232086,0.2730275094509125,0.38833385448910224,0.5036203348310532,0.4963796651689468,35178.0,345M
TV engineer,0.2964474707841873,0.37768273800611496,0.48013055882971795,0.423653012761901,0.5763469872380991,31730.0,345M
Audio Engineer,0.12799121579155326,0.19030014798045158,0.22933795508197444,0.3769312232639964,0.6230687767360036,31730.0,345M
IT Engineer,0.15679634269326925,0.2167891077697277,0.2675492671071624,0.3986329235208438,0.6013670764791562,29960.0,345M
Steel Erector,0.17112378403544426,0.41011638939380646,0.4443858709635373,0.25165179048954894,0.748348209510451,26713.0,345M
Bricklayer,0.23574181739240885,0.27060817182064056,0.358891330521629,0.4562325878151856,0.5437674121848144,24807.0,345M
Mason,0.11114361882209778,0.24422862380743027,0.2683291350035308,0.2718815944803762,0.7281184055196238,24807.0,345M
Roofer,0.15658347588032484,0.21532711386680603,0.2662407761500344,0.40026922137271786,0.5997307786272821,24901.0,345M
Tiler,0.182652335613966,0.18168769404292107,0.2576282086105304,0.5016855366208008,0.49831446337919916,24901.0,345M
Slater,0.12055959925055504,0.25607701390981674,0.28303719547865597,0.2801198785714424,0.7198801214285576,24901.0,345M
Plumber,0.17600543005391955,0.32339802384376526,0.36819043066668333,0.3172967045565271,0.6827032954434729,30432.0,345M
Carpenter,0.14615420252084732,0.25911370664834976,0.29749111564473973,0.3269484324788841,0.673051567521116,27587.0,345M
Joiner,0.194973798468709,0.2395617738366127,0.30887639206171313,0.4349038611046105,0.5650961388953895,27587.0,345M
Glazer,0.21996448189020157,0.34441282600164413,0.4086619238535242,0.36183282508266523,0.6381671749173348,21492.0,345M
Plasterer,0.3018266949802637,0.29132093116641045,0.4194844916541893,0.5112745586760682,0.4887254413239318,25534.0,345M
Floorer,0.2470378279685974,0.30540744960308075,0.3928121672256355,0.43298539884242193,0.5670146011575781,27022.0,345M
Tiler,0.182652335613966,0.18168769404292107,0.2576282086105304,0.5016855366208008,0.49831446337919916,27022.0,345M
Painter,0.17229254264384508,0.2466709166765213,0.3008841328231126,0.388146577545803,0.6118534224541969,24669.0,345M
Decorator,0.19518102053552866,0.20087580010294914,0.28008341229764117,0.4908468702804882,0.5091531297195118,24669.0,345M
Construction Supervisor,0.2517927698791027,0.2888120077550411,0.38316050786437883,0.45647384875491365,0.5435261512450864,37249.0,345M
Weaver,0.11912126187235117,0.18480734527111053,0.21987184880338076,0.36449568816219413,0.6355043118378059,22504.0,345M
Knitter,0.21967734768986702,0.12106896936893463,0.2508302861141588,0.6793320429268244,0.32066795707317564,22504.0,345M
Upholsterer,0.22189583256840706,0.3008712902665138,0.37384661803721503,0.40454640195646513,0.5954535980435349,22908.0,345M
Leather Worker,0.2692031366750598,0.3576420620083809,0.4476362064369877,0.4107709517282833,0.5892290482717166,20822.0,345M
Butcher,0.16580519266426563,0.2309068888425827,0.28426985986804,0.396451630766258,0.603548369233742,21351.0,345M
Baker,0.24208009615540504,0.2990618348121643,0.38476064507148905,0.43321065938373005,0.56678934061627,19460.0,345M
Chef,0.1438819421455264,0.23275339230895042,0.27363507616329596,0.35248057267604543,0.6475194273239546,19319.0,345M
Cook,0.13023090176284313,0.22041793912649155,0.25601592853323213,0.3397348011242142,0.6602651988757857,12210.0,345M
Caterer,0.1373565224930644,0.23192660883069038,0.2695491906036666,0.34039744818286227,0.6596025518171378,19346.0,345M
Bar Manager,0.2541818721219897,0.23774616047739983,0.34803974045672587,0.5212620700343723,0.4787379299656277,19346.0,345M
Glass Maker,0.24103984981775284,0.25230441242456436,0.34893799696947525,0.48546654338368284,0.5145334566163171,21155.0,345M
Ceramics Maker,0.2840394787490368,0.2648050934076309,0.38832996662973185,0.5223013606401321,0.4776986393598679,21155.0,345M
Furniture Maker,0.253594777546823,0.36320000141859055,0.4429724057201383,0.38804056215495947,0.6119594378450406,22927.0,345M
Woodworker,0.13916301680728793,0.1945195309817791,0.23917398098513312,0.3953406670072197,0.6046593329927803,22927.0,345M
Florist,0.30352397356182337,0.29810192808508873,0.4254310309025493,0.5057372661297201,0.49426273387027986,11356.0,345M
Nursery Nurse,0.41646262258291245,0.20804442651569843,0.46553581968832775,0.7050613487617159,0.2949386512382841,13123.0,345M
Nursery Assistant,0.3553415611386299,0.1768923569470644,0.39693643196200357,0.70594942322019,0.29405057677980995,13123.0,345M
Childminder,0.27412219531834126,0.2666339986026287,0.3824090312439985,0.5088151175457938,0.4911848824542062,15563.0,345M
Playworker,0.22936948388814926,0.13820593059062958,0.26778954309221614,0.654767268911624,0.34523273108837604,7237.0,345M
Teaching Assitant,0.1387747311964631,0.12409089505672455,0.18616384250071122,0.5355250532498929,0.46447494675010714,12926.0,345M
Education Support Assistant,0.23270330391824245,0.14638528041541576,0.2749172202259542,0.642527535381695,0.35747246461830495,12280.0,345M
Animal Carer,0.1695934310555458,0.1452835714444518,0.22331423597443872,0.5490524812573988,0.4509475187426012,16909.0,345M
Vetinary Nurse,0.37141288071870804,0.1581440269947052,0.4036794040298208,0.7437351370837162,0.2562648629162838,17880.0,345M
Vet,0.12104794988408685,0.2605513781309128,0.2872971054797773,0.27687575165992273,0.7231242483400773,17880.0,345M
Pest Controller,0.24237419664859772,0.19744586944580078,0.3126181737555597,0.5648069385303154,0.4351930614696846,22493.0,345M
Nursing Assistant,0.33385536074638367,0.14526227489113808,0.3640886298769113,0.7387320136663059,0.2612679863336941,16747.0,345M
Dental Nurse,0.2996819466352463,0.20346696116030216,0.3622265498591986,0.6202858950881575,0.37971410491184254,15130.0,345M
Homemaker,0.2980814054608345,0.20034195482730865,0.3591509754205518,0.6232751261603812,0.37672487383961883,20716.0,345M
Care Worker,0.16832539439201355,0.15770995430648327,0.23066397222925808,0.5207204910299541,0.4792795089700459,14258.0,345M
Home Carer,0.24339038133621216,0.19298318400979042,0.3106145312723527,0.573213919268979,0.426786080731021,14258.0,345M
Senior Care Worker,0.22657036408782005,0.14691521506756544,0.27003372067435644,0.6337708902073304,0.36622910979266965,18026.0,345M
Undertaker,0.06739138974808156,0.3328161686658859,0.3395706134776937,0.1271883765091451,0.872811623490855,18684.0,345M
Sports Assistant,0.2025311104953289,0.2557244747877121,0.32621136970363607,0.42643173116788213,0.5735682688321179,12169.0,345M
Travel Agent,0.2087272796779871,0.1946052648127079,0.28537394130262983,0.5222810751424686,0.4777189248575314,19168.0,345M
Hairdresser,0.3130368422716856,0.3662564717233181,0.481804802486071,0.45022532728826564,0.5497746727117343,11570.0,345M
Barber,0.20441487152129412,0.28418274223804474,0.3500646664332208,0.39697511228856974,0.6030248877114303,11570.0,345M
Beautician,0.3354320153594017,0.20831136591732502,0.39485220285369005,0.6462080268088758,0.3537919731911242,12488.0,345M
Caretaker,0.1759650493040681,0.22673474624752998,0.28700582525885243,0.4201604613660832,0.5798395386339168,17270.0,345M
Cleaner,0.16105607524514198,0.22715862095355988,0.27846022776492146,0.39263048539413276,0.6073695146058673,15616.0,345M
Customer Service Representative,0.13880326645448804,0.11051006708294153,0.17742272037456713,0.5719387045880289,0.42806129541197113,15080.0,345M
Retail Assistant,0.26281019300222397,0.21351777203381062,0.338613402747364,0.5656464213303615,0.43435357866963853,12434.0,345M
Cashier,0.2731248810887337,0.3352412059903145,0.4324163119767516,0.435223353375702,0.564776646624298,10580.0,345M
Tele-sales Person,0.15017681196331978,0.14057507552206516,0.20570470755308598,0.5210159757713744,0.4789840242286256,20201.0,345M
Telephone salesperson,0.305095661431551,0.38375790417194366,0.4902585967005558,0.42761603307065743,0.5723839669293426,20201.0,345M
Dispenser,0.23846235498785973,0.28724514693021774,0.37332836643003486,0.4410938440931695,0.5589061559068305,12698.0,345M
Credit Agent,0.1696064523421228,0.20116144977509975,0.26312027202726274,0.44594935824752063,0.5540506417524793,15073.0,345M
Debt Collector,0.21504843165166676,0.2332729622721672,0.3172729154577704,0.4741352692225195,0.5258647307774805,19077.0,345M
Roundsperson,0.16319605708122253,0.20747563242912292,0.2639679736231692,0.4243095646916027,0.5756904353083974,21757.0,345M
Merchandiser,0.19252324011176825,0.3513205125927925,0.40061365497396123,0.319141011301598,0.680858988698402,18531.0,345M
Telephonist,0.19273471925407648,0.1834353357553482,0.2660736635024688,0.5157348139592652,0.48426518604073476,15728.0,345M
Communication Officer,0.24085661303251982,0.20971914567053318,0.3193650389480278,0.5439243828745365,0.4560756171254635,25636.0,345M
Market Research Inverviewer,0.24764901958405972,0.2015133649110794,0.31927679705661643,0.5651617967690714,0.4348382032309286,9561.0,345M
Customer Service Manager,0.20715000247582793,0.13117565587162971,0.2451900818122294,0.640626396224545,0.359373603775455,29161.0,345M
Plant Operator,0.15811141021549702,0.20152075961232185,0.25614416759914793,0.4235268656897077,0.5764731343102922,24975.0,345M
Electroplater,0.0862053926102817,0.09019068256020546,0.12476269047984082,0.4856193918625294,0.5143806081374707,23948.0,345M
Sewing Machinist,0.3627866953611374,0.3117733262479305,0.4783479834709803,0.548052684281363,0.451947315718637,15969.0,345M
